netH,netCharge,molW,kyleD,a_a,c_c,d_d,e_e,f_f,g_g,h_h,i_i,k_k,l_l,m_m,n_n,p_p,q_q,r_r,s_s,t_t,v_v,w_w,y_y,tiny,small,large,aliphatic,aromatic,total_charged,negative_charged,positive_charged,polar,neutral,hydrophobic,label
8,2,900.04,-0.3125,0.125,0,0,0,0,0,0,0,0.125,0.125,0.125,0,0,0,0.125,0.25,0,0,0,0,0.375,0.375,0.125,0.125,0,0.25,0,0.25,0.25,0.375,0.25,non_antiviral_peptide
13,0,3066.43,0.742307692,0.076923077,0.038461538,0,0.038461538,0,0.115384615,0.076923077,0.115384615,0,0.115384615,0,0,0.038461538,0.038461538,0.038461538,0.076923077,0.038461538,0.115384615,0,0.038461538,0.346153846,0.538461538,0.076923077,0.346153846,0.115384615,0.153846154,0.038461538,0.115384615,0.115384615,0.461538462,0.384615385,non_antiviral_peptide
16,0,4411.68,-0.65,0.131578947,0,0.026315789,0,0.026315789,0.131578947,0.026315789,0,0,0.052631579,0,0,0.315789474,0.026315789,0.026315789,0.052631579,0.052631579,0,0,0.105263158,0.394736842,0.421052632,0.157894737,0.052631579,0.157894737,0.078947368,0.026315789,0.052631579,0.078947368,0.815789474,0.078947368,non_antiviral_peptide
26,-1,4626.08,-0.421621622,0.108108108,0.027027027,0.081081081,0.081081081,0.027027027,0.027027027,0.081081081,0.081081081,0.081081081,0,0.027027027,0,0.108108108,0,0.054054054,0.027027027,0.054054054,0.108108108,0,0,0.324324324,0.567567568,0.081081081,0.189189189,0.108108108,0.378378378,0.162162162,0.216216216,0.297297297,0.405405405,0.27027027,non_antiviral_peptide
11,1,2464.75,0.404761905,0.047619048,0,0,0.047619048,0.047619048,0.047619048,0,0,0.095238095,0.142857143,0,0,0.095238095,0,0,0.19047619,0.047619048,0.142857143,0,0.047619048,0.333333333,0.523809524,0.095238095,0.285714286,0.095238095,0.142857143,0.047619048,0.095238095,0.142857143,0.476190476,0.333333333,non_antiviral_peptide
11,0,2900.29,0.9,0.04,0,0.04,0,0.08,0.16,0,0.12,0.04,0,0.08,0,0,0.08,0,0.08,0.08,0.16,0,0,0.4,0.48,0.08,0.28,0.08,0.08,0.04,0.04,0.16,0.36,0.44,non_antiviral_peptide
32,-2,4591.98,-0.730555556,0.055555556,0.055555556,0.111111111,0.083333333,0,0.055555556,0.055555556,0.111111111,0.111111111,0.111111111,0.027777778,0.138888889,0,0,0.027777778,0,0.027777778,0,0,0,0.305555556,0.638888889,0.027777778,0.222222222,0.055555556,0.388888889,0.194444444,0.194444444,0.472222222,0.194444444,0.305555556,non_antiviral_peptide
15,1,3188.59,0.412,0.08,0,0.04,0,0.12,0.08,0,0,0,0.2,0,0.04,0.12,0,0.08,0.04,0.04,0.04,0.08,0,0.28,0.4,0.28,0.24,0.2,0.12,0.04,0.08,0.16,0.36,0.44,non_antiviral_peptide
5,-1,1808.99,0.93125,0.125,0,0.0625,0,0.125,0.0625,0,0,0,0.0625,0.0625,0,0.0625,0,0,0.0625,0.1875,0.125,0,0,0.5,0.3125,0.125,0.1875,0.125,0.0625,0.0625,0,0.0625,0.5,0.375,non_antiviral_peptide
11,3,1934.16,-0.038888889,0.277777778,0.055555556,0,0,0,0.166666667,0.055555556,0.055555556,0.055555556,0.055555556,0,0,0.111111111,0,0.111111111,0,0,0,0,0,0.5,0.333333333,0.111111111,0.111111111,0.055555556,0.222222222,0,0.222222222,0.166666667,0.611111111,0.166666667,non_antiviral_peptide
24,1,3893.35,-0.32,0.033333333,0.033333333,0,0.066666667,0,0.133333333,0.033333333,0.033333333,0.033333333,0.133333333,0.033333333,0,0.033333333,0.066666667,0.066666667,0.1,0,0.033333333,0.1,0.033333333,0.3,0.466666667,0.2,0.2,0.166666667,0.2,0.066666667,0.133333333,0.233333333,0.366666667,0.366666667,non_antiviral_peptide
30,7,4883.74,0.625714286,0.028571429,0,0,0,0.171428571,0,0,0.028571429,0.085714286,0.171428571,0.028571429,0,0.028571429,0,0.114285714,0.057142857,0.085714286,0.085714286,0.028571429,0.057142857,0.171428571,0.428571429,0.371428571,0.285714286,0.257142857,0.2,0,0.2,0.2,0.257142857,0.514285714,non_antiviral_peptide
12,0,3007.39,0.711538462,0.115384615,0,0,0,0,0.115384615,0,0,0,0.307692308,0,0.038461538,0.076923077,0.115384615,0,0.038461538,0.076923077,0.038461538,0.038461538,0,0.346153846,0.576923077,0.038461538,0.346153846,0.038461538,0,0,0,0.153846154,0.423076923,0.384615385,non_antiviral_peptide
18,-1,2807.84,-0.812,0.12,0,0.04,0.04,0,0.08,0.08,0.04,0.04,0,0,0,0.08,0.08,0,0.2,0.12,0.04,0,0,0.56,0.4,0,0.08,0.08,0.2,0.08,0.12,0.2,0.68,0.08,non_antiviral_peptide
25,3,3650.06,0.013793103,0.103448276,0.068965517,0.034482759,0,0.034482759,0.137931034,0,0.068965517,0,0.103448276,0,0.034482759,0.034482759,0,0.137931034,0.068965517,0.034482759,0,0.103448276,0,0.448275862,0.24137931,0.275862069,0.172413793,0.137931034,0.172413793,0.034482759,0.137931034,0.206896552,0.379310345,0.379310345,non_antiviral_peptide
9,-3,1565.63,-0.315384615,0.076923077,0,0.076923077,0.153846154,0,0,0.076923077,0,0,0.230769231,0,0.076923077,0,0.076923077,0,0.076923077,0,0.076923077,0,0,0.230769231,0.692307692,0,0.307692308,0.076923077,0.307692308,0.230769231,0.076923077,0.384615385,0.230769231,0.307692308,non_antiviral_peptide
24,-2,3705.99,0.019354839,0.064516129,0.032258065,0.032258065,0.096774194,0,0.096774194,0,0.064516129,0.032258065,0.161290323,0,0.193548387,0,0,0.032258065,0.032258065,0.032258065,0.096774194,0,0,0.290322581,0.64516129,0.032258065,0.322580645,0,0.193548387,0.129032258,0.064516129,0.387096774,0.225806452,0.35483871,non_antiviral_peptide
28,2,4096.53,-0.5,0.032258065,0,0,0.064516129,0.129032258,0.032258065,0.064516129,0.064516129,0.064516129,0.096774194,0.032258065,0.096774194,0.064516129,0.032258065,0.064516129,0.064516129,0.064516129,0,0,0,0.193548387,0.580645161,0.193548387,0.161290323,0.193548387,0.258064516,0.064516129,0.193548387,0.322580645,0.322580645,0.322580645,non_antiviral_peptide
7,-1,1615.78,0.478571429,0.214285714,0,0.142857143,0,0,0.071428571,0,0.142857143,0.071428571,0.071428571,0,0,0,0.071428571,0,0,0,0.071428571,0.071428571,0,0.428571429,0.428571429,0.071428571,0.285714286,0.071428571,0.214285714,0.142857143,0.071428571,0.285714286,0.285714286,0.357142857,non_antiviral_peptide
23,3,2993.36,-0.913043478,0.043478261,0,0.043478261,0.043478261,0.043478261,0.086956522,0,0.086956522,0.173913043,0.043478261,0,0.086956522,0.043478261,0.043478261,0.043478261,0.043478261,0,0.043478261,0.086956522,0,0.217391304,0.565217391,0.173913043,0.173913043,0.130434783,0.304347826,0.086956522,0.217391304,0.434782609,0.217391304,0.304347826,non_antiviral_peptide
24,2,4023.41,-0.382857143,0.057142857,0.028571429,0,0.057142857,0,0.171428571,0.028571429,0,0.028571429,0.085714286,0.028571429,0,0.142857143,0.028571429,0.085714286,0.114285714,0.028571429,0.085714286,0,0,0.4,0.485714286,0.085714286,0.171428571,0.028571429,0.2,0.057142857,0.142857143,0.2,0.542857143,0.228571429,non_antiviral_peptide
21,2,3018.33,-0.470833333,0.041666667,0.041666667,0.041666667,0.041666667,0.041666667,0.083333333,0,0.083333333,0.125,0,0.041666667,0.041666667,0,0,0.041666667,0.125,0.083333333,0.041666667,0.041666667,0.041666667,0.416666667,0.375,0.166666667,0.125,0.125,0.25,0.083333333,0.166666667,0.291666667,0.375,0.291666667,non_antiviral_peptide
15,1,3204.6,0.644,0.08,0.04,0,0,0.08,0,0,0.08,0.04,0.12,0,0,0.04,0.08,0,0.16,0.08,0.04,0.08,0.04,0.36,0.4,0.2,0.24,0.2,0.04,0,0.04,0.12,0.4,0.44,non_antiviral_peptide
51,8,4941.31,-1.58974359,0.025641026,0,0,0.025641026,0,0.102564103,0.051282051,0.025641026,0.025641026,0.051282051,0,0,0.153846154,0.051282051,0.205128205,0.179487179,0.051282051,0,0.025641026,0,0.358974359,0.384615385,0.230769231,0.076923077,0.076923077,0.307692308,0.025641026,0.282051282,0.307692308,0.564102564,0.102564103,non_antiviral_peptide
3,-1,1248.22,0.771428571,0.642857143,0,0,0.071428571,0,0.071428571,0,0,0,0,0,0,0,0,0,0.071428571,0.071428571,0,0,0,0.857142857,0.071428571,0,0,0,0.071428571,0.071428571,0,0.071428571,0.857142857,0,non_antiviral_peptide
12,-4,2405.59,0.17,0.1,0,0,0.25,0,0.05,0,0.05,0,0.2,0,0.05,0.05,0,0.05,0.05,0,0.1,0,0,0.2,0.7,0.05,0.35,0,0.3,0.25,0.05,0.35,0.25,0.35,non_antiviral_peptide
1,0,766.92,2.571428571,0,0,0,0,0.142857143,0,0,0,0,0.285714286,0,0,0,0,0,0.142857143,0,0.285714286,0,0,0.142857143,0.571428571,0.142857143,0.571428571,0.142857143,0,0,0,0,0.142857143,0.714285714,non_antiviral_peptide
21,1,3221.57,-0.46,0.04,0,0.08,0,0.04,0,0.04,0.08,0,0.08,0.04,0,0.2,0.04,0.12,0.08,0.04,0.04,0,0.04,0.24,0.52,0.2,0.2,0.12,0.24,0.08,0.16,0.24,0.44,0.28,non_antiviral_peptide
26,1,3182.45,-1.458333333,0,0,0.083333333,0.083333333,0.041666667,0.083333333,0.041666667,0,0.166666667,0.041666667,0.041666667,0.125,0,0,0.041666667,0,0.041666667,0.083333333,0,0.083333333,0.208333333,0.583333333,0.166666667,0.125,0.166666667,0.416666667,0.166666667,0.25,0.5,0.25,0.208333333,non_antiviral_peptide
11,0,2232.49,0.036842105,0.052631579,0,0,0.052631579,0.052631579,0.105263158,0,0,0.052631579,0.210526316,0,0.052631579,0.105263158,0.105263158,0,0,0.105263158,0.052631579,0,0,0.263157895,0.631578947,0.052631579,0.263157895,0.052631579,0.105263158,0.052631579,0.052631579,0.263157895,0.368421053,0.315789474,non_antiviral_peptide
24,1,4581.92,0.0075,0.1,0.025,0.025,0.025,0,0.1,0.025,0.1,0.05,0.075,0,0.025,0.1,0,0.025,0.175,0.075,0.025,0,0.025,0.5,0.425,0.05,0.2,0.05,0.15,0.05,0.1,0.15,0.6,0.225,non_antiviral_peptide
13,2,2501.8,-0.184210526,0.052631579,0,0,0.052631579,0.263157895,0.052631579,0,0.052631579,0.157894737,0,0,0.052631579,0.052631579,0,0,0.052631579,0.105263158,0,0.052631579,0,0.263157895,0.368421053,0.315789474,0.052631579,0.315789474,0.210526316,0.052631579,0.157894737,0.263157895,0.315789474,0.368421053,non_antiviral_peptide
19,1,3718.15,0.341935484,0.161290323,0,0.032258065,0,0,0.096774194,0.032258065,0.064516129,0.032258065,0.129032258,0.032258065,0,0.032258065,0.096774194,0.032258065,0.064516129,0.032258065,0.064516129,0.032258065,0.032258065,0.387096774,0.483870968,0.096774194,0.258064516,0.096774194,0.129032258,0.032258065,0.096774194,0.193548387,0.451612903,0.322580645,non_antiviral_peptide
16,2,2753.11,0.069565217,0.130434783,0,0,0.043478261,0,0.043478261,0.086956522,0.043478261,0.043478261,0.130434783,0,0.043478261,0.130434783,0,0.086956522,0.043478261,0,0.130434783,0,0,0.217391304,0.652173913,0.086956522,0.304347826,0.086956522,0.260869565,0.043478261,0.217391304,0.217391304,0.434782609,0.304347826,non_antiviral_peptide
30,3,4022.35,-0.415151515,0.121212121,0,0,0.03030303,0,0.121212121,0.060606061,0.060606061,0,0.060606061,0,0.03030303,0.060606061,0.03030303,0.121212121,0.03030303,0.121212121,0.060606061,0,0.060606061,0.393939394,0.393939394,0.181818182,0.181818182,0.121212121,0.212121212,0.03030303,0.181818182,0.212121212,0.575757576,0.181818182,non_antiviral_peptide
26,3,4862.53,0.743589744,0.128205128,0.025641026,0,0.025641026,0.051282051,0.025641026,0,0.051282051,0.051282051,0.153846154,0,0,0.025641026,0.051282051,0.051282051,0.076923077,0.102564103,0.102564103,0.025641026,0.025641026,0.358974359,0.461538462,0.153846154,0.307692308,0.102564103,0.128205128,0.025641026,0.102564103,0.179487179,0.384615385,0.41025641,non_antiviral_peptide
1,0,1177.43,2.7,0.181818182,0.090909091,0,0,0,0,0,0.090909091,0,0.272727273,0,0,0,0,0,0,0.090909091,0.181818182,0,0,0.363636364,0.545454545,0,0.545454545,0,0,0,0,0,0.272727273,0.636363636,non_antiviral_peptide
30,6,1893.02,-2.764285714,0,0,0,0,0,0,0,0,0.071428571,0,0,0.142857143,0.071428571,0,0.357142857,0.214285714,0,0,0,0.071428571,0.214285714,0.285714286,0.428571429,0,0.071428571,0.428571429,0,0.428571429,0.571428571,0.357142857,0,non_antiviral_peptide
13,1,3036.43,0.62,0.04,0,0,0,0.08,0.08,0.08,0.04,0.04,0.24,0,0,0.04,0.08,0,0.08,0.12,0.04,0,0,0.32,0.56,0.08,0.32,0.16,0.12,0,0.12,0.12,0.44,0.4,non_antiviral_peptide
24,-5,4427.69,0.032432432,0.081081081,0.027027027,0.162162162,0.054054054,0,0.027027027,0,0.027027027,0.027027027,0.162162162,0,0,0.081081081,0,0.054054054,0.135135135,0.027027027,0.108108108,0,0,0.459459459,0.459459459,0.054054054,0.297297297,0,0.297297297,0.216216216,0.081081081,0.297297297,0.351351351,0.324324324,non_antiviral_peptide
2,-1,894.97,0.266666667,0.111111111,0,0,0.111111111,0,0.111111111,0,0,0,0,0,0,0.222222222,0,0,0,0.111111111,0.222222222,0,0,0.333333333,0.555555556,0,0.222222222,0,0.111111111,0.111111111,0,0.111111111,0.555555556,0.222222222,non_antiviral_peptide
16,-1,3235.73,0.3,0,0,0.04,0.08,0.04,0.04,0,0.04,0.08,0.16,0.08,0.08,0.04,0.08,0,0,0,0.16,0,0.04,0.08,0.8,0.08,0.36,0.08,0.2,0.12,0.08,0.36,0.12,0.48,non_antiviral_peptide
22,-4,4052.37,-0.090322581,0.064516129,0,0.064516129,0.096774194,0.032258065,0.032258065,0.032258065,0.064516129,0,0.129032258,0.032258065,0.064516129,0.032258065,0.032258065,0.032258065,0,0.096774194,0.064516129,0,0.096774194,0.258064516,0.548387097,0.161290323,0.258064516,0.161290323,0.225806452,0.161290323,0.064516129,0.290322581,0.35483871,0.322580645,non_antiviral_peptide
23,3,3429.78,-0.533333333,0.074074074,0,0.037037037,0.037037037,0.111111111,0.074074074,0.037037037,0,0.111111111,0.111111111,0,0.037037037,0.074074074,0,0.074074074,0.074074074,0.037037037,0.037037037,0,0.037037037,0.296296296,0.444444444,0.222222222,0.148148148,0.185185185,0.296296296,0.074074074,0.222222222,0.296296296,0.407407407,0.259259259,non_antiviral_peptide
4,-1,1116.25,0.9,0,0,0,0.1,0,0,0,0.1,0,0.2,0,0,0.1,0,0,0.1,0.2,0.1,0,0,0.3,0.6,0,0.4,0,0.1,0.1,0,0.1,0.4,0.4,non_antiviral_peptide
25,0,4747.33,0.121052632,0.052631579,0.026315789,0,0.078947368,0.052631579,0.131578947,0,0.052631579,0,0.210526316,0.026315789,0.052631579,0.105263158,0.052631579,0.078947368,0,0.026315789,0,0,0.026315789,0.236842105,0.578947368,0.157894737,0.263157895,0.078947368,0.157894737,0.078947368,0.078947368,0.263157895,0.342105263,0.368421053,non_antiviral_peptide
24,4,4306.78,0.423684211,0.263157895,0,0,0,0,0.052631579,0.026315789,0,0,0.157894737,0,0,0.131578947,0.026315789,0.105263158,0.078947368,0.052631579,0.078947368,0,0,0.447368421,0.421052632,0.105263158,0.236842105,0.026315789,0.131578947,0,0.131578947,0.131578947,0.605263158,0.236842105,non_antiviral_peptide
23,4,2085.33,-0.88125,0.0625,0,0,0,0.0625,0,0,0.0625,0,0.0625,0.0625,0.0625,0.0625,0.0625,0.25,0.125,0.0625,0,0,0,0.25,0.375,0.3125,0.125,0.0625,0.25,0,0.25,0.375,0.3125,0.25,non_antiviral_peptide
19,-2,3682.02,0.053333333,0.1,0,0.066666667,0.1,0.066666667,0.033333333,0,0.033333333,0.1,0.166666667,0,0,0.033333333,0.066666667,0,0.1,0.033333333,0.066666667,0,0,0.333333333,0.566666667,0.066666667,0.266666667,0.066666667,0.266666667,0.166666667,0.1,0.333333333,0.3,0.333333333,non_antiviral_peptide
30,3,3383.75,-0.861538462,0,0.076923077,0.076923077,0.038461538,0.038461538,0.038461538,0.038461538,0,0.038461538,0.076923077,0,0,0.115384615,0.038461538,0.192307692,0.076923077,0,0.115384615,0,0,0.269230769,0.461538462,0.230769231,0.192307692,0.076923077,0.384615385,0.115384615,0.269230769,0.384615385,0.269230769,0.307692308,non_antiviral_peptide
9,-1,1702.85,-0.478571429,0.071428571,0,0.071428571,0.142857143,0.071428571,0.071428571,0.071428571,0,0.142857143,0.214285714,0,0,0,0,0,0.071428571,0,0,0,0,0.285714286,0.571428571,0.071428571,0.214285714,0.142857143,0.428571429,0.214285714,0.214285714,0.357142857,0.285714286,0.285714286,non_antiviral_peptide
23,2,2819.15,-0.481818182,0,0,0.045454545,0,0.045454545,0,0,0.090909091,0.045454545,0.045454545,0.045454545,0.090909091,0.090909091,0.090909091,0.090909091,0.045454545,0.136363636,0.090909091,0,0,0.227272727,0.590909091,0.136363636,0.227272727,0.045454545,0.181818182,0.045454545,0.136363636,0.363636364,0.272727273,0.318181818,non_antiviral_peptide
17,-2,3588.93,0.114285714,0.107142857,0.035714286,0.071428571,0.035714286,0.035714286,0,0.071428571,0.071428571,0,0.142857143,0.035714286,0,0.071428571,0.035714286,0.035714286,0.035714286,0.107142857,0,0,0.071428571,0.357142857,0.464285714,0.142857143,0.214285714,0.178571429,0.214285714,0.107142857,0.107142857,0.178571429,0.464285714,0.321428571,non_antiviral_peptide
16,-1,2594.75,0.009090909,0.181818182,0,0.136363636,0,0,0,0,0.090909091,0.045454545,0.045454545,0,0.045454545,0.045454545,0,0.045454545,0.045454545,0.136363636,0.090909091,0,0.045454545,0.5,0.363636364,0.090909091,0.227272727,0.045454545,0.227272727,0.136363636,0.090909091,0.272727273,0.454545455,0.227272727,non_antiviral_peptide
21,1,3115.41,-0.628,0.08,0,0.04,0.12,0.08,0.12,0,0.04,0.16,0.04,0,0,0,0.04,0.04,0.04,0.04,0.08,0,0.04,0.32,0.48,0.16,0.16,0.12,0.36,0.16,0.2,0.4,0.32,0.24,non_antiviral_peptide
10,-1,2451.71,0.11,0,0,0.1,0.05,0.05,0.15,0,0.05,0.1,0.2,0,0,0.05,0,0,0.05,0,0.05,0,0.1,0.3,0.5,0.15,0.3,0.15,0.25,0.15,0.1,0.25,0.35,0.35,non_antiviral_peptide
14,0,2587.88,-0.11,0,0,0.1,0,0.05,0.1,0.05,0.05,0,0.2,0.05,0,0.1,0,0.1,0.05,0,0,0,0.1,0.25,0.45,0.25,0.25,0.2,0.25,0.1,0.15,0.2,0.4,0.35,non_antiviral_peptide
22,-5,3041.06,-1.044,0.08,0.04,0.08,0.2,0,0,0,0,0,0.04,0.04,0,0.08,0,0.08,0.2,0.08,0.04,0,0,0.48,0.4,0.08,0.08,0,0.36,0.28,0.08,0.36,0.44,0.16,non_antiviral_peptide
14,-2,2129.27,-0.670588235,0,0,0.117647059,0.117647059,0.058823529,0.117647059,0,0,0.058823529,0,0.058823529,0.058823529,0,0,0.058823529,0,0.058823529,0.176470588,0,0.058823529,0.294117647,0.470588235,0.176470588,0.176470588,0.117647059,0.352941176,0.235294118,0.117647059,0.411764706,0.235294118,0.294117647,non_antiviral_peptide
18,-1,2643.71,-1.129166667,0.041666667,0,0.041666667,0.083333333,0,0.25,0,0.041666667,0.041666667,0,0.041666667,0,0.083333333,0.083333333,0.041666667,0.125,0.083333333,0,0,0,0.541666667,0.375,0.041666667,0.041666667,0,0.208333333,0.125,0.083333333,0.291666667,0.583333333,0.083333333,non_antiviral_peptide
22,-3,3717.96,-0.513793103,0.068965517,0.034482759,0.034482759,0.172413793,0.137931034,0.034482759,0,0.034482759,0.068965517,0.034482759,0,0.103448276,0.068965517,0,0.034482759,0.034482759,0.034482759,0.068965517,0,0,0.24137931,0.551724138,0.172413793,0.137931034,0.137931034,0.310344828,0.206896552,0.103448276,0.413793103,0.24137931,0.310344828,non_antiviral_peptide
14,-2,1826.82,-0.933333333,0,0,0.066666667,0.066666667,0.066666667,0,0.066666667,0,0,0.133333333,0,0.2,0,0,0,0.133333333,0.2,0,0,0,0.4,0.466666667,0.066666667,0.133333333,0.133333333,0.2,0.133333333,0.066666667,0.333333333,0.4,0.2,non_antiviral_peptide
13,1,3009.28,-0.003846154,0.076923077,0.076923077,0,0.038461538,0.038461538,0.230769231,0,0,0.038461538,0.076923077,0,0,0.076923077,0,0.038461538,0.076923077,0.038461538,0.038461538,0.038461538,0.076923077,0.5,0.269230769,0.192307692,0.115384615,0.153846154,0.115384615,0.038461538,0.076923077,0.115384615,0.576923077,0.269230769,non_antiviral_peptide
26,-6,3592.6,-0.775862069,0.137931034,0,0.137931034,0.137931034,0.034482759,0,0,0.034482759,0,0.137931034,0,0.103448276,0.034482759,0,0.068965517,0.103448276,0.034482759,0,0,0,0.413793103,0.448275862,0.103448276,0.172413793,0.034482759,0.344827586,0.275862069,0.068965517,0.448275862,0.310344828,0.206896552,non_antiviral_peptide
33,6,3698.3,-0.622222222,0.111111111,0,0,0.111111111,0.037037037,0.037037037,0,0.037037037,0.148148148,0.111111111,0.037037037,0,0,0,0.185185185,0,0,0.074074074,0.037037037,0.037037037,0.148148148,0.518518519,0.296296296,0.222222222,0.111111111,0.444444444,0.111111111,0.333333333,0.444444444,0.185185185,0.333333333,non_antiviral_peptide
13,-1,1946.01,-1.211764706,0,0,0,0.058823529,0,0.117647059,0.058823529,0,0,0.058823529,0,0.058823529,0.176470588,0.176470588,0,0.117647059,0.058823529,0.058823529,0,0,0.294117647,0.647058824,0,0.117647059,0.058823529,0.117647059,0.058823529,0.058823529,0.294117647,0.529411765,0.117647059,non_antiviral_peptide
17,-1,3934.43,0.725806452,0.032258065,0.032258065,0.032258065,0.064516129,0.129032258,0.064516129,0.032258065,0.161290323,0.032258065,0.032258065,0.032258065,0.032258065,0.032258065,0.032258065,0.032258065,0.064516129,0.032258065,0.096774194,0,0,0.258064516,0.548387097,0.161290323,0.290322581,0.161290323,0.193548387,0.096774194,0.096774194,0.225806452,0.258064516,0.483870968,non_antiviral_peptide
9,2,1321.5,0.175,0.083333333,0,0,0,0,0.333333333,0,0,0,0.166666667,0,0,0,0,0.166666667,0,0,0.083333333,0.083333333,0,0.416666667,0.25,0.25,0.25,0.083333333,0.166666667,0,0.166666667,0.166666667,0.416666667,0.333333333,non_antiviral_peptide
16,-1,2860.12,0.354166667,0.166666667,0.041666667,0,0.125,0.041666667,0.041666667,0,0.083333333,0.041666667,0.125,0,0.041666667,0,0.041666667,0.041666667,0.083333333,0.041666667,0.041666667,0,0,0.375,0.5,0.083333333,0.25,0.041666667,0.208333333,0.125,0.083333333,0.291666667,0.333333333,0.333333333,non_antiviral_peptide
22,1,2560.64,-1.576190476,0.047619048,0,0.047619048,0,0,0.095238095,0,0,0,0.047619048,0,0.047619048,0.19047619,0.142857143,0.095238095,0.142857143,0,0,0,0.095238095,0.333333333,0.428571429,0.19047619,0.047619048,0.095238095,0.142857143,0.047619048,0.095238095,0.333333333,0.571428571,0.047619048,non_antiviral_peptide
11,-1,2283.65,0.555555556,0.055555556,0.055555556,0.055555556,0.055555556,0,0,0.055555556,0.111111111,0.055555556,0.222222222,0.055555556,0,0,0.166666667,0,0,0,0.055555556,0,0,0.166666667,0.777777778,0,0.388888889,0.055555556,0.222222222,0.111111111,0.111111111,0.333333333,0.111111111,0.5,non_antiviral_peptide
21,-2,4972.47,0.0775,0.075,0.025,0.05,0.05,0.05,0,0.05,0,0,0.125,0.025,0,0.2,0,0.05,0.1,0.05,0.1,0,0.025,0.3,0.55,0.125,0.225,0.125,0.2,0.1,0.1,0.15,0.5,0.325,non_antiviral_peptide
11,-5,1757.72,-1.013333333,0.066666667,0,0.133333333,0.2,0,0.066666667,0,0,0,0.133333333,0.066666667,0.133333333,0,0,0,0.133333333,0,0,0,0,0.4,0.533333333,0,0.133333333,0,0.333333333,0.333333333,0,0.466666667,0.266666667,0.2,non_antiviral_peptide
22,0,4005.22,-0.147058824,0.117647059,0,0.029411765,0,0.058823529,0.088235294,0.058823529,0.029411765,0,0.058823529,0,0,0.088235294,0.088235294,0.029411765,0.147058824,0.088235294,0.058823529,0,0.029411765,0.470588235,0.382352941,0.117647059,0.147058824,0.147058824,0.117647059,0.029411765,0.088235294,0.147058824,0.617647059,0.205882353,non_antiviral_peptide
15,2,4196.83,0.514285714,0,0,0,0,0.028571429,0.171428571,0,0.114285714,0.057142857,0.228571429,0,0.028571429,0.142857143,0.057142857,0,0.057142857,0.028571429,0,0.028571429,0.028571429,0.257142857,0.628571429,0.085714286,0.342857143,0.085714286,0.057142857,0,0.057142857,0.142857143,0.428571429,0.4,non_antiviral_peptide
11,2,2474.9,1.7,0.15,0.05,0,0,0.1,0,0,0,0,0.2,0,0,0,0,0.1,0.1,0,0.2,0.05,0,0.3,0.4,0.25,0.4,0.15,0.1,0,0.1,0.1,0.25,0.6,non_antiviral_peptide
21,3,2698.98,-1.252380952,0,0,0.047619048,0,0.047619048,0.142857143,0.047619048,0,0.142857143,0.095238095,0,0.047619048,0.047619048,0.047619048,0.047619048,0.047619048,0.095238095,0,0.095238095,0,0.333333333,0.428571429,0.19047619,0.095238095,0.19047619,0.285714286,0.047619048,0.238095238,0.333333333,0.380952381,0.238095238,non_antiviral_peptide
18,-7,2312.23,-1.883333333,0.055555556,0,0.111111111,0.333333333,0,0.055555556,0,0,0,0.055555556,0,0,0,0.055555556,0.055555556,0.055555556,0.111111111,0,0.055555556,0,0.388888889,0.444444444,0.111111111,0.055555556,0.055555556,0.5,0.444444444,0.055555556,0.555555556,0.277777778,0.111111111,non_antiviral_peptide
25,1,5129.71,0.22195122,0.097560976,0.024390244,0.024390244,0.024390244,0.048780488,0.073170732,0.073170732,0.097560976,0.024390244,0.073170732,0.024390244,0,0.073170732,0.024390244,0.048780488,0.024390244,0.12195122,0.048780488,0,0.048780488,0.365853659,0.463414634,0.146341463,0.219512195,0.170731707,0.195121951,0.048780488,0.146341463,0.146341463,0.512195122,0.317073171,non_antiviral_peptide
13,-1,4720.41,1.147222222,0.055555556,0,0,0.027777778,0.083333333,0.055555556,0,0.055555556,0,0.166666667,0.055555556,0,0.055555556,0,0,0.055555556,0.111111111,0.083333333,0.055555556,0.111111111,0.277777778,0.444444444,0.25,0.305555556,0.25,0.027777778,0.027777778,0,0.027777778,0.444444444,0.5,non_antiviral_peptide
15,2,2496.81,0.115,0.1,0,0,0,0.1,0.05,0.1,0.05,0,0.05,0.1,0.05,0.05,0,0.1,0.1,0.05,0.05,0,0,0.3,0.45,0.2,0.15,0.2,0.2,0,0.2,0.15,0.45,0.35,non_antiviral_peptide
24,0,4592.07,0.630555556,0,0.027777778,0.055555556,0,0.166666667,0.055555556,0,0.111111111,0,0.083333333,0,0.055555556,0.055555556,0.055555556,0.055555556,0.111111111,0.055555556,0.083333333,0,0,0.305555556,0.444444444,0.222222222,0.277777778,0.166666667,0.111111111,0.055555556,0.055555556,0.222222222,0.277777778,0.472222222,non_antiviral_peptide
17,2,1724.89,-1.057142857,0.071428571,0,0.071428571,0,0,0.071428571,0.071428571,0,0,0.071428571,0.071428571,0.071428571,0.071428571,0,0.214285714,0.071428571,0,0.071428571,0,0,0.285714286,0.428571429,0.214285714,0.142857143,0.071428571,0.357142857,0.071428571,0.285714286,0.357142857,0.357142857,0.214285714,non_antiviral_peptide
